Provider ID,Score,ScoreBin,Hospital Name,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Efficient use of medical imaging national comparison,Hospital,Cleanliness,Nurses,Doctors,HelpWhenNeeded,PainControl,ExplainMeds,RecoveryInfo,UnderstandCare,Rating,Quiet,Recommend,HAI2,HAI3,HAI4,HAI5,HAI6,Aggregate_Inf,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PayPerBenAvg,COMP_HIP_KNEE,PSI_12_POSTOP_PULMEMB_DVT,PSI_13_POST_SEPSIS,PSI_14_POSTOP_DEHIS,PSI_15_ACC_LAC,PSI_3_ULCER,PSI_4_SURG_COMP,PSI_6_IAT_PTX,PSI_7_CVCBI,PSI_8_POST_HIP,PSI_90_SAFETY,MORT_30_AMI,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,OP_12 eLab_Rec,OP_17_TrackMedInfo,OP_25_CHECK_OP,SM_PART_GEN_SURG,SM_PART_NURSE,SM_SS_CHECK_IP,SumStruct,ED_IP_Throughput,EDV,IMM__PT,IMM_Workers,ED_OP_Throughput,TimeToEval,TimeToPainMed,LeftBeforeTreat,Endoscopy polyp surveillance  appropriate follow-up interval for normal colonoscopy in average risk patients,AspirinCP,TimeToECG,ElectiveEarlyDelivery,AppropStrokeCare,HospVTE
510071,3,0,BLUEFIELD REGIONAL MEDICAL CENTER,24701,Acute Care Hospitals,Proprietary,1,1,Same as the national average,510071,73,79,80,70,71,62,86,49,68,59,68,0,0,0,0,0.986342944,0.434361322,22860,15125,14333,17439.33333,3.8,4.11,10.12,2.2,1.12,1.31,146.24,0.4,0.14,0.06,0.81,15,7,13.4,19.5,15.5,17.6,21,21.1,5.8,16.3,17.1,13.1,1,1,1,0,0,1,4,287,2,99,75,133,25,72,1,40,97,7,0,,
510072,3,0,WETZEL COUNTY HOSPITAL,26155,Acute Care Hospitals,Government,1,1,Same as the national average,510072,89,79,74,75,63,64,89,49,73,69,57,0,,,0,0,0,,17740,13965,15852.5,,,,,1.41,0.45,,0.41,0.17,,0.9,,7.8,13.2,14.1,14.5,,20.5,21.1,,14.9,17.2,,1,1,1,0,0,1,4,260,1,99,55,136,39,50,3,100,90,9,,,
510077,3,0,WILLIAMSON MEMORIAL HOSPITAL,25661,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,510077,82,82,90,73,64,57,89,52,74,70,75,0,,,0,0.271886895,0.117233294,,14882,14743,14812.5,,5.03,,,1.35,0.41,,0.4,0.17,0.06,0.86,,6.8,11.3,18.4,,,22.4,22.2,,15.9,17.6,,1,0,1,0,0,1,3,249,1,92,47,159,11,76,3,0,93,5,,,
510086,3,0,WELCH COMMUNITY HOSPITAL,24801,Acute Care Hospitals,Government,1,1,Not Available,510086,78,87,89,79,80,76,93,58,72,69,72,0,0,0,0,0.274951883,0.128600823,,,13223,13223,,,,,1.68,0.43,,0.4,0.17,,0.95,,7.4,,16,,,20.5,,,15.6,17.2,,1,1,1,0,0,1,4,375,1,85,40,201,40,123,7,,,,18,,
520019,3,0,MINISTRY SAINT MARYS HOSPITAL,54501,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520019,70,79,80,64,66,65,91,51,66,51,63,0,44.44444444,66.66666667,0,0.500563134,0.400251587,21680,14933,14391,17001.33333,3.2,3.56,10.76,3.21,1.73,0.34,,0.38,0.15,0.06,0.86,13,6.9,14.1,17.4,15.3,16.9,20.8,22.2,4.5,15.6,16,11.6,1,1,1,0,0,1,4,245,1,95,91,141,21,44,3,73,100,6,0,,
520021,3,0,UNITED HOSPITAL SYSTEM,53143,Acute Care Hospitals,Government,1,1,Same as the national average,520021,76,77,79,70,68,61,86,50,73,55,73,0.613873542,16.80672269,9.433962264,0,0.521143538,0.323561768,22598,14657,13348,16867.66667,2.8,4.39,9.02,2.08,1.93,0.15,149,0.56,0.2,0.06,0.97,15.9,7.9,13.2,18.2,13,18.7,18.7,21.9,4.3,14.4,16.4,10.9,1,1,1,0,0,1,4,228,4,99,90,139,27,67,1,93,,,4,,0
520027,3,0,COLUMBIA ST MARYS HOSPITAL OZAUKEE,53097,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520027,67,81,80,58,70,62,86,53,77,55,76,0.680735194,43.47826087,0,0,1.121076233,0.629709704,23858,14852,14878,17862.66667,2.8,5.27,8.88,2.69,2.48,0.21,118.74,0.32,0.13,0.06,1.09,13.6,9.4,12.8,14.7,14.2,16.6,18,18.7,4.7,13.8,14.3,13.6,1,1,1,0,0,1,4,200,1,99,92,149,11,55,1,98,,,,,
520030,3,0,ASPIRUS WAUSAU HOSPITAL,54401,Acute Care Hospitals,Proprietary,1,1,Same as the national average,520030,66,80,81,63,71,63,90,52,74,59,80,1.441545337,10.75268817,0,0.055222177,0.987345853,0.575311927,23634,15755,14317,17902,3.7,5.8,9.05,1.96,1.61,0.56,131.41,0.34,0.1,0.06,0.95,13.2,9.3,12.9,15.4,15.6,15.2,21.5,20.7,4.6,14.5,14.2,12.2,1,1,1,1,1,1,6,186,2,96,88,117,13,43,0,71,,,1,,0
520033,3,0,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,54495,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520033,78,79,80,63,68,63,88,52,70,66,67,0,25,0,0.229621125,0.127485977,0.216356556,,15500,13032,14266,3.2,3.28,11.39,2.26,1.68,0.33,,0.38,0.16,0.06,0.83,,8,16.6,19,17.7,,20.9,22.3,4.8,15.4,15.4,12.7,1,1,1,0,1,1,5,204,2,94,88,106,14,40,1,94,98,8,2,,
520044,3,0,ST NICHOLAS HOSPITAL,53081,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520044,70,81,82,69,72,63,88,54,73,62,75,1.418439716,0,0,0,0,0.149558802,23227,16601,16385,18737.66667,3.4,4.94,9.41,2.21,1.84,0.34,,0.38,0.15,0.06,0.95,15.3,8.4,14.5,19.2,17.1,,19.6,19.2,5.2,14.7,17.1,11,1,1,1,0,1,1,5,205,1,99,96,134,18,37,0,83,100,8,0,,
520045,3,0,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,54956,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520045,78,81,83,70,71,65,90,56,77,58,80,1.861207126,0,0,0,0.42090763,0.415316887,21319,14428,13780,16509,3.9,4.61,10.73,3.24,0.9,0.94,129.51,0.6,0.13,0.06,0.82,14.4,10.9,15.6,18,17.9,16.5,20,21.2,4.7,14.9,16.2,11.3,1,1,1,1,0,1,5,182,2,90,88,140,22,25,1,85,,,1,88,8
520051,3,0,COLUMBIA ST MARYS HOSPITAL MILWAUKEE,53211,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520051,65,77,80,57,69,63,87,50,71,60,73,0.591645959,0,0,0.015624268,1.097531484,0.514138817,23561,17205,15387,18717.66667,2.6,3.91,8.57,2.63,1.59,0.51,126.05,0.74,0.3,0.06,0.94,14.8,8.4,14.1,15.1,15,16.9,19.2,23.3,4.6,15.3,16.5,12.3,1,1,1,0,0,1,4,241,4,99,93,127,12,44,2,98,,,2,,0
520063,3,0,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,53095,Acute Care Hospitals,Voluntary Non-Profit,1,0,Same as the national average,520063,78,79,81,63,68,65,91,58,73,69,73,0.349528137,65.2173913,0,0.055108564,0.6875,0.431348233,21974,16920,13294,17396,3.6,9.45,12.16,2.22,2.55,0.24,126.33,0.37,0.15,0.06,1.4,14.2,8.6,12.1,12.1,15.4,,18.5,23.6,5.1,14.5,15.8,13.6,1,1,1,0,1,1,5,216,1,99,99,148,20,46,1,100,100,9,7,,0
520066,3,0,MERCY HEALTH SYSTEM CORP,53548,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,520066,77,80,81,68,70,66,90,54,72,63,71,0.800640512,62.5,12.04819277,0,0.88552568,0.601498278,21688,14553,14348,16863,3.7,2.95,7.84,2.08,1.78,0.22,143.63,0.37,0.2,0.06,0.79,17.8,7.2,12.9,17.2,18.7,17.9,19.9,20.2,5.1,15.2,17.7,12.2,1,1,1,0,1,1,5,181,2,95,98,108,8,34,0,85,,,4,,
520078,3,0,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL,53215,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520078,66,76,75,65,64,60,84,45,65,54,65,0.440334654,46.51162791,0,0,1.261431725,0.623127621,24694,17579,15208,19160.33333,2.8,6.76,9.44,2.72,1.41,0.15,136.57,0.46,0.12,0.06,0.97,12.4,6.4,10.8,13.7,14.3,16.7,17.3,21.2,5,15.1,17.2,12.8,1,1,1,0,1,1,5,237,3,95,98,202,24,45,2,75,,,2,100,0
520088,3,0,ST AGNES HOSPITAL,54935,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520088,78,80,79,66,71,68,90,54,73,69,70,0.158077774,0,0,0.070591557,0.830502076,0.408249914,22670,16439,15214,18107.66667,2.9,5.9,9.93,2.19,1.85,0.24,167.72,0.4,0.15,0.06,1.01,13.7,8.6,13.9,17.6,14.2,16.3,17.1,22.2,4.2,14.6,14.2,11.5,1,1,1,0,1,1,5,202,2,97,99,128,19,36,1,92,,,2,,
520096,3,0,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,53405,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520096,70,81,79,62,72,66,86,53,68,57,61,0.545791944,7.633587786,0,0.116542355,1.02623428,0.552566999,26565,15807,15827,19399.66667,4.2,7.55,9.3,2.03,1.08,0.47,122.92,0.38,0.1,0.06,0.94,14.4,8.7,11.8,16.2,14,17.1,21.5,20,4.2,15.2,17.3,12.5,1,1,1,0,1,1,5,284,4,89,97,170,34,48,1,47,,,3,100,12
520097,3,0,ST MARYS HOSPITAL MEDICAL CTR,54303,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520097,75,82,84,67,69,66,89,54,78,60,76,1.050420168,46.51162791,0,0,0.442673749,0.308409293,25359,15758,15017,18711.33333,3.1,3.83,9.68,2.76,1.57,0.33,,0.36,0.27,0.06,0.84,13.4,9.1,13.7,15.9,15.2,17.3,21.1,19.8,4.2,15.4,18.3,11.6,1,1,1,0,1,1,5,188,2,99,98,108,11,41,0,100,,,4,,
520100,3,0,BELOIT MEMORIAL HOSPITAL,53511,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,520100,75,82,80,76,68,63,88,54,68,53,66,1.259445844,26.31578947,0,0,1.005025126,0.561963125,24097,14629,14567,17764.33333,3.9,3.99,8.52,2.77,1.39,0.2,,0.52,0.25,0.06,0.82,14.2,12.4,14.5,19.3,15.3,15.9,16.5,18,5.6,14.1,16.6,12.2,1,1,1,0,0,1,4,233,2,99,91,112,22,55,1,100,100,10,0,,
520103,3,0,COMMUNITY MEMORIAL HOSPITAL,53051,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520103,76,82,82,66,71,67,90,59,77,63,77,0.79649542,37.03703704,9.900990099,0,0.862133593,0.509910354,24064,16911,14678,18551,3,4.45,9.42,2.55,1.03,0.98,120.51,0.52,0.22,0.06,0.83,16,7.9,14.6,17.6,17.2,18.4,18,21.9,5.2,15.2,16,11.1,1,1,1,0,1,1,5,212,2,100,97,153,17,39,1,81,,,2,100,0
520109,3,0,MILE BLUFF MEDICAL CENTER,53948,Acute Care Hospitals,Proprietary,1,1,Same as the national average,520109,72,78,86,73,66,65,90,55,74,49,65,0,0,0,0,1.167542323,0.513478819,,14539,11409,12974,,5.49,,2.85,1.39,0.39,,0.46,0.16,0.06,0.91,,7.7,13.3,17.7,18.4,,19.4,21.7,,15.4,15,12.5,1,1,1,0,0,1,4,214,1,99,98,132,4,27,1,46,98,10,6,,
520136,3,0,WHEATON FRANCISCAN - ST JOSEPH,53210,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520136,69,78,81,65,69,63,87,51,70,62,69,1.097880247,26.49006623,10.30927835,0.026632577,0.758888064,0.459478087,23935,15308,13720,17654.33333,3.2,5.35,9.47,2.01,2.91,0.42,121.14,0.49,0.18,0.06,1.25,14.1,7.8,10.9,17.9,16.5,16.4,20,21.5,4.9,13.8,15.9,11.1,1,1,1,0,1,1,5,246,4,86,98,130,30,48,3,77,92,5,3,,0
520160,3,0,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,54911,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520160,73,80,83,67,72,64,90,55,74,58,76,1.431895472,0,0,0.030650402,0.704959235,0.450038675,22591,14612,13851,17018,3.2,4.71,11.59,2.04,1.25,0.69,157.32,0.46,0.12,0.06,0.86,15.5,9,15.7,20,17.6,14.6,19.9,18.8,4.4,14.9,16,11.1,1,1,1,1,0,1,5,200,2,93,88,139,37,25,0,98,,,1,,7
520177,3,0,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,53226,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,520177,75,83,81,66,72,69,91,61,81,64,83,1.182184165,55.11811024,0,0.060585254,1.486257211,0.893578737,22311,15064,13437,16937.33333,4.6,6.58,10.11,2,1.44,0.88,147.54,0.41,0.12,0.06,1.01,15.7,7.3,11.3,14.8,16.2,17.8,19.3,21,6,16.4,17,13.6,1,1,1,1,1,1,6,246,4,98,98,210,22,43,5,97,,,2,92,1
520202,3,0,ST CLARES HOSPITAL OF WESTON,54476,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,520202,77,82,79,68,71,64,90,55,75,64,77,0,0,0,0,0.493649868,0.222186313,23999,16026,15944,18656.33333,3,5.14,10.26,2.24,1.67,0.27,138.69,0.53,0.13,0.06,0.95,15.1,9.3,12.6,16.9,15.5,18.2,19,21.5,4.5,15.4,16,11.6,1,1,1,0,0,1,4,215,1,96,94,130,23,38,1,,,,7,,
530006,3,0,SHERIDAN MEMORIAL HOSPITAL,82801,Acute Care Hospitals,Government,1,1,Not Available,530006,72,73,76,75,67,62,86,45,67,53,63,0,0,0,0,0.512557663,0.216076059,,14066,14683,14374.5,3,3.36,9.28,2.21,2.17,0.32,,0.42,0.15,0.06,0.93,15,7.5,16.3,16.5,18.5,16,18,20.2,4.3,14.9,16.7,12.4,1,1,1,0,0,1,4,170,1,89,94,119,15,24,0,79,,,0,,
530008,3,0,SAGEWEST HEALTH CARE,82501,Acute Care Hospitals,Proprietary,1,1,Same as the national average,530008,60,68,73,59,60,55,84,41,54,52,55,0,0,74.07407407,0,0.289981151,0.255232261,21184,15773,13774,16910.33333,3.4,5.09,13.04,2.83,1.57,0.37,,0.46,0.16,0.06,0.95,14.1,8.4,11.4,15.4,15.9,,19.4,22.2,4.8,13.9,14.6,13.6,1,1,1,0,0,1,4,218,2,91,76,106,8,32,1,7,98,4,0,,
530012,3,0,WYOMING MEDICAL CENTER,82601,Acute Care Hospitals,Government,1,1,Above the national average,530012,71,77,78,61,67,59,88,49,71,50,72,0.166306336,58.82352941,43.47826087,0.076372801,0.325529664,0.291598323,21774,16015,13878,17222.33333,3.4,3.85,11.05,2.36,1.71,0.14,142.61,0.49,0.33,0.06,0.9,12.9,10.2,14.8,16.4,14.8,15.9,21.3,21.6,5.2,15.3,17.1,11.9,1,1,1,1,1,1,6,242,2,98,92,164,18,48,2,,,,5,96,
530032,3,0,EVANSTON REGIONAL HOSPITAL,82930,Acute Care Hospitals,Proprietary,1,1,Not Available,530032,73,78,82,75,74,65,89,53,72,67,57,0,0,0,0,0,0,,,12784,12784,3.2,6.96,11.59,,1.29,0.44,,0.4,0.17,0.06,0.98,,7.7,12.5,19.9,,,20.1,,4.8,15.7,16.9,,1,1,1,0,0,1,4,171,1,95,82,86,14,34,0,,97,4,7,,
670019,3,0,UNIVERSITY GENERAL HOSPITAL,77054,Acute Care Hospitals,Proprietary,1,1,Not Available,670019,60,65,75,59,60,51,71,42,59,68,58,0.323729362,0,71.42857143,0,0.277289953,0.201971239,,18988,17982,18485,,4.73,9.46,2.17,0.75,0.23,116.62,0.36,0.12,0.06,0.67,,,12,14.6,,,19.4,22.3,,14.1,16.5,,1,1,1,0,0,1,4,222,1,91,81,171,45,,1,67,,,,,
670023,3,0,METHODIST MANSFIELD MEDICAL CENTER,76063,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670023,73,80,80,66,73,63,85,53,79,65,82,1.516683519,22.22222222,0,0,0.72339998,0.442360435,25326,16783,15865,19324.66667,3.5,5.18,13.95,2.21,0.77,0.92,155.91,0.36,0.12,0.06,0.79,13.7,7.8,13.1,16.1,13.5,17.9,20.7,22.4,5.4,15.9,17.2,12.1,1,1,1,0,1,1,5,395,3,98,84,194,34,60,3,97,,,0,94,0
670024,3,0,NORTH CYPRESS MEDICAL CENTER,77429,Acute Care Hospitals,Physician,1,1,Below the national average,670024,76,78,82,60,70,66,85,52,74,70,79,0.757116899,0,0,0,0.50805837,0.309410103,23587,19355,17752,20231.33333,2.7,5.53,16.65,3.1,1.21,0.46,158.31,0.43,0.3,0.06,0.95,13.3,8.1,11,12.6,13.8,17.1,20.5,24.4,5,15.4,17.4,13.9,1,1,1,0,1,1,5,313,3,99,84,120,13,44,1,53,,,,100,
670041,3,0,SETON MEDICAL CENTER WILLIAMSON,78664,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670041,72,79,80,68,72,67,90,52,77,65,79,1.370667711,20.40816327,0,0.06012506,0.80024623,0.521332356,21601,15274,15605,17493.33333,,7.24,10.01,2.71,1.64,0.19,162.39,0.37,0.12,0.06,1.04,13.4,8.5,11.1,15.8,14.7,14.8,19.6,23.4,,15.8,17.2,11.6,1,1,1,0,1,1,5,207,2,99,60,162,13,44,2,100,,,3,73,0
670044,3,0,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,75032,Acute Care Hospitals,Physician,1,1,Same as the national average,670044,80,82,81,65,72,65,89,57,79,65,80,0,0,0,0.061493051,0.879091155,0.43714482,,16327,15866,16096.5,4,7.04,9.5,2.21,1.02,0.27,131.25,0.43,0.15,0.06,0.9,,9.1,11.7,17.6,12.8,,18,24.7,5,15.3,16.3,12,1,1,1,1,1,1,6,302,2,100,97,175,19,42,2,100,100,12,1,,
670053,3,0,ST LUKE'S SUGAR LAND HOSPITAL,77478,Acute Care Hospitals,Voluntary Non-Profit,1,0,Not Available,670053,66,67,79,56,66,58,83,48,65,65,67,0.687757909,75,0,0.057116747,0.571167466,0.431187541,23878,17530,18235,19881,,4.69,9.71,2.26,1.66,0.24,,0.35,0.15,0.06,0.88,13.8,9,12.8,12.6,14.2,17,19.9,20.8,,14.8,15.9,13.4,1,1,1,0,0,1,4,274,1,91,72,135,14,50,0,56,,,3,,
670060,3,0,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,75182,Acute Care Hospitals,Proprietary,1,1,Same as the national average,670060,69,74,78,64,71,59,79,45,67,60,70,0.338638673,0,0,0,0.593343762,0.290514695,22608,18232,16707,19182.33333,2.6,4.06,9.46,2.25,1.26,0.21,,0.4,0.25,0.06,0.77,14,7.8,12.2,17.3,14.4,16.5,17.6,22.1,5,14.5,14.5,12.4,1,1,1,0,0,1,4,290,2,99,73,158,56,70,2,100,,,0,,
670092,3,0,WALNUT HILL MEDICAL CENTER,75231,Acute Care Hospitals,Proprietary,1,0,Not Available,670092,67,74,81,54,66,60,85,51,72,74,71,1.737619461,0,0,0.190421784,0.095210892,0.22521508,21626,17221,,19423.5,,4.14,11.27,,1.56,0.35,,0.36,0.16,0.06,0.85,14,,11.5,15.2,,17,19.8,22.6,,15.7,18.1,,1,1,1,0,0,1,4,196,1,76,51,126,12,52,1,100,,,,,
670098,3,0,RESOLUTE HEALTH HOSPITAL,78130,Acute Care Hospitals,Proprietary,1,0,Not Available,670098,73,82,83,72,77,67,88,53,81,74,81,0,0,0,0.067069081,0.94066003,0.433622415,,,14904,14904,,5.71,,,1.82,0.4,,0.39,0.16,0.06,1.01,,8.6,,16.8,,,19.6,23.6,,15.5,17.4,,1,1,1,0,0,1,4,198,2,100,74,113,11,38,0,0,,,2,,
10006,2,0,ELIZA COFFEE MEMORIAL HOSPITAL,35631,Acute Care Hospitals,Government,1,1,Same as the national average,10006,69,80,86,58,72,61,85,49,62,67,63,1.125541126,0,0,0.063373364,0.231795755,0.229317079,20946,14880,15066,16964,3.8,3.85,,2.5,1.93,0.09,198.33,0.41,0.24,0.06,0.91,16.7,7.1,15.6,18.2,17.9,16.1,19.8,20.6,5,15.4,17.9,12,1,1,1,0,0,1,4,216,3,100,87,144,11,62,1,68,,,0,,0
10007,2,0,MIZELL MEMORIAL HOSPITAL,36467,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,10007,69,76,89,71,74,63,88,54,73,71,74,0,0,0,0,0,0,,13676,12844,13260,,4.57,9.89,,1.2,0.35,,0.4,0.16,0.06,0.79,,9.3,14.4,18.8,16.6,,19.9,21.1,,16.6,17.3,12.7,1,1,1,0,0,1,4,185,1,99,53,125,38,76,2,0,93,12,,,
10011,2,0,ST VINCENT'S EAST,35235,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10011,63,76,82,62,69,62,86,50,70,63,71,0.657414171,13.04347826,0,0.043510421,0.722270374,0.413366539,22720,15686,15654,18020,3.7,7.18,9.66,2.51,1.54,0.1,157.92,0.31,0.15,0.06,0.99,13.9,7.4,13.8,17.9,12.6,17.7,19.6,19.8,5.1,15.3,16.7,11.3,1,1,1,0,1,1,5,288,3,82,53,158,52,74,3,84,,,0,7,0
10019,2,0,HELEN KELLER MEMORIAL HOSPITAL,35660,Acute Care Hospitals,Government,1,1,Below the national average,10019,67,79,82,63,70,64,87,51,74,67,76,0.482858522,14.49275362,47.61904762,0.151515152,0.084745763,0.195371472,21431,16066,14819,17438.66667,1.8,4.16,,2.1,2.13,0.14,135.38,0.44,0.13,0.06,0.98,15.6,8.7,12.9,19.1,15.4,,23,22.4,4.1,15.9,18.3,13.5,1,1,1,0,0,1,4,181,3,96,82,112,23,64,1,95,100,3,6,,
10040,2,0,GADSDEN REGIONAL MEDICAL CENTER,35903,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10040,66,77,78,60,68,59,85,47,67,63,68,0.346260388,0,0,0.069379401,0.418896905,0.251234792,22005,16960,14869,17944.66667,4,5.72,12.21,1.96,1.77,0.08,122.13,0.42,0.09,0.06,0.98,15,7.5,13.8,18.7,13.9,17.1,19.7,21,6.7,15.9,18,13.1,1,1,1,0,0,1,4,356,3,98,63,230,33,95,6,15,,,3,91,4
10078,2,0,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,36207,Acute Care Hospitals,Government,1,1,Same as the national average,10078,68,80,81,63,72,64,85,50,68,68,67,0.279251606,0,0,0.067389986,0.183705337,0.132053515,23871,15574,14262,17902.33333,4.6,6.57,10.78,2.9,2.25,0.4,157.97,0.32,0.08,0.06,1.14,14.2,6.8,13.5,18.5,14.9,17.8,17.1,20.2,6.2,15.1,16.9,12.1,0,0,1,1,1,1,4,283,3,97,89,189,48,78,2,82,93,11,2,90,0
10079,2,0,ATHENS LIMESTONE HOSPITAL,35611,Acute Care Hospitals,Government,0,1,Below the national average,10079,72,78,81,59,66,57,88,48,70,68,68,0.29010734,0,0,0,0.439836632,0.219538968,,14637,14488,14562.5,2.9,5.27,9.73,2.79,1.08,0.73,,0.54,0.14,0.06,0.87,,9.3,12.4,18.8,15.2,,21.6,22.9,4.3,16,18.8,13.2,1,1,1,0,1,1,5,232,2,99,92,138,27,74,2,51,99,6,2,,
10085,2,0,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,35601,Acute Care Hospitals,Government,1,1,Below the national average,10085,68,78,82,59,70,62,88,46,63,61,61,0.18795226,14.18439716,18.01801802,0.034689099,0.179067061,0.144702676,22082,14614,13673,16789.66667,3.1,4.22,,1.95,2.68,1.02,188.6,0.29,0.28,0.06,1.15,14.5,6.7,12.4,19.2,15.7,17.5,20.8,21.7,4.3,14.6,18,12.3,0,0,1,0,0,1,2,294,4,84,87,134,34,77,2,,91,7,6,0,0
10090,2,0,PROVIDENCE HOSPITAL,36608,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,10090,67,77,80,66,68,61,86,50,73,63,74,0.795890312,53.69127517,0,0.036708923,0.5057513,0.3525115,23621,14658,15106,17795,3.3,7.19,8.98,2.54,1.89,0.28,180.64,0.32,0.32,0.06,1.11,16.7,6.9,14.9,16.3,16.6,17.9,20.6,21,4.7,15.5,20.5,14,1,1,1,1,1,1,6,283,3,99,94,166,26,84,1,95,,,0,79,0
10092,2,0,D C H REGIONAL MEDICAL CENTER,35401,Acute Care Hospitals,Government,1,1,Above the national average,10092,65,80,82,62,71,66,84,49,68,63,70,1.006561288,21.21212121,5.847953216,0.064075306,0.590989077,0.386163339,22902,15862,14832,17865.33333,3.4,5.93,,1.56,1.3,0.45,143.91,0.41,0.1,0.06,0.9,16.2,9,12.7,17.9,14.5,18.7,19.8,22.8,5.5,16.1,19,13.3,1,1,1,0,1,1,5,332,4,97,67,157,43,26,3,91,,,0,56,2
10099,2,0,D W MCMILLAN MEMORIAL HOSPITAL,36426,Acute Care Hospitals,Government,1,1,Below the national average,10099,68,78,83,71,73,71,82,45,66,68,62,0.859845228,50,0,0,0.985869208,0.568383659,22071,14561,14144,16925.33333,,5.78,,2.26,1.77,0.37,,0.39,0.16,0.06,1,15.7,8.2,12.1,20.6,16.2,,21.7,20.9,,15.8,16.8,12.8,0,1,1,0,0,1,3,205,1,89,94,120,29,58,2,98,93,7,2,,
10104,2,0,GRANDVIEW MEDICAL CENTER,35243,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10104,71,81,84,66,73,66,87,57,79,76,80,0.941324129,0,0,0.068252863,0.28128604,0.220572971,19644,16700,16712,17685.33333,4.3,4.73,9.31,1.92,2.95,0.13,178.46,0.31,0.17,0.06,1.16,15.2,11.3,12.1,19.6,18.6,15.7,21,20.4,5.2,15.3,18.3,13.2,1,1,1,0,0,1,4,212,2,100,79,142,18,50,3,100,,,0,,0
10113,2,0,MOBILE INFIRMARY MEDICAL CENTER,36652,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,10113,71,83,84,68,74,71,89,52,76,66,76,0.785110608,25.72347267,11.76470588,0.058431693,0.317990301,0.253804778,24523,16101,15019,18547.66667,4,11.87,8.76,2.07,1.1,0.34,133.73,0.69,0.06,0.06,1.26,15.5,8.5,11.6,17.2,13.7,16.8,22.4,23.1,5.1,16.4,18.9,15,1,1,1,0,0,1,4,366,3,99,54,224,14,96,3,97,,,0,92,3
10129,2,0,NORTH BALDWIN INFIRMARY,36507,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,10129,82,82,87,71,76,72,89,48,77,72,74,1.150747986,0,0,0.104547831,0.33101622,0.256095062,,13356,12391,12873.5,,5.55,,2.27,1.11,0.4,,0.4,0.16,0.06,0.84,,9.2,13.7,19,16,,21,22.4,,16.8,17.1,13.8,1,1,1,0,0,1,4,286,1,99,84,164,32,54,2,73,89,7,0,,
